#x=tau [fm/c]	y=eta	z=az Spin Potential
1.0002	-2.6999999999999993	-0.12688192870795995
1.0002	-2.499999999999999	-0.14237210847238213
1.0002	-2.299999999999999	-0.15968127273096613
1.0002	-2.0999999999999996	-0.1787032744736972
1.0002	-1.8999999999999986	-0.19905451891550116
1.0002	-1.6999999999999993	-0.21995553861789965
1.0002	-1.5	-0.2397872579909758
1.0002	-1.299999999999999	-0.25599312238835503
1.0002	-1.0999999999999996	-0.26465799146235325
1.0002	-0.8999999999999986	-0.2608962503525283
1.0002	-0.6999999999999993	-0.23880967098753125
1.0002	-0.4999999999999982	-0.19472453975418
1.0002	-0.29999999999999893	-0.128250228856311
1.0002	-0.09999999999999964	-0.044503782637982936
1.0002	0.10000000000000142	0.045248591657683634
1.0002	0.3000000000000007	0.12857889287851662
1.0002	0.5000000000000018	0.1945355362609429
1.0002	0.7000000000000011	0.23864248230922605
1.0002	0.9000000000000004	0.260356217654157
1.0002	1.1000000000000014	0.2644328502256803
1.0002	1.3000000000000007	0.2558606533074904
1.0002	1.5000000000000018	0.2397924483360404
1.0002	1.700000000000001	0.21996953533210353
1.0002	1.9000000000000004	0.19912883062955294
1.0002	2.1000000000000014	0.17874670961055103
1.0002	2.3000000000000007	0.15971420268732534
1.0002	2.5000000000000018	0.14240349375904224
1.0002	2.700000000000001	0.12688288313480692
1.0002	2.9000000000000004	0.11311242586012406
1.0002	3.1000000000000014	0.10093221721690306
1.0002	3.3000000000000007	0.09018342166302713
1.0002	3.5000000000000018	0.08069406874497997
1.0002	3.700000000000001	0.0723063246939549
1.0002	3.9000000000000004	0.06487762279630789
1.0002	4.100000000000001	0.05828413565356018
1.0002	4.300000000000001	0.05241828496282565
1.0002	4.500000000000002	0.047188117952794116
1.0002	4.700000000000001	0.04251544720263199
1.0002	4.9	0.03833237375238573
1.0002	5.100000000000001	0.03458196365257984
1.0002	5.300000000000001	0.03121422705815129
1.0002	5.500000000000002	0.028186450558201008
1.0002	5.700000000000001	0.02546148073432356
1.0002	5.9	0.023006614133653645
1.0002	6.1	0.020793608659472947
1.0002	6.3000000000000025	0.018797215857344306
1.0002	6.500000000000002	0.016995346708259428
1.0002	6.700000000000001	0.015368338230670313
1.0002	6.9	0.013898620106337791
1.0002	7.1	0.012570663758664988
1.0002	7.3000000000000025	0.011370429795721776
1.0002	7.500000000000002	0.010285449808281805
1.0002	7.700000000000001	0.009304486819282972
1.0002	7.9	0.008417422140818167
1.0002	8.1	0.0076152106001543644
1.0002	8.300000000000002	0.006889631956787782
1.0002	8.500000000000002	0.006233339694204671
1.0002	8.700000000000001	0.005639674026454563
1.0002	8.9	0.005102622318457233
1.0002	9.100000000000003	0.004616782199485563
1.0002	9.300000000000002	0.004177233716806775
1.0002	9.500000000000002	0.0037795793721737015
1.0002	9.700000000000001	0.0034197966288536347
1.0002	9.9	0.0030942630818516638
1.0002	10.100000000000003	0.0027997564579106717
1.0004	-10.1	-0.0027994771373064313
1.0004	-9.9	-0.0030939544047325494
1.0004	-9.7	-0.0034194556140449022
1.0004	-9.5	-0.0037792026831282854
1.0004	-9.299999999999999	-0.004176831028638412
1.0004	-9.1	-0.004616324159889358
1.0004	-8.899999999999999	-0.005102131890567476
1.0004	-8.7	-0.005639124404120911
1.0004	-8.5	-0.006232736454461442
1.0004	-8.299999999999999	-0.0068889725878812395
1.0004	-8.1	-0.007614462670921463
1.0004	-7.8999999999999995	-0.008416623512713845
1.0004	-7.699999999999999	-0.009303588013674906
1.0004	-7.5	-0.010284472379512721
1.0004	-7.299999999999999	-0.011369362890177022
1.0004	-7.1	-0.012569455821164593
1.0004	-6.8999999999999995	-0.013897343653404661
1.0004	-6.699999999999999	-0.015366890659004739
1.0004	-6.5	-0.016993802507411778
1.0004	-6.299999999999999	-0.018795541025134914
1.0004	-6.1	-0.0207917155081303
1.0004	-5.8999999999999995	-0.02300467061348363
1.0004	-5.699999999999999	-0.025459233032092653
1.0004	-5.499999999999999	-0.028184168125000075
1.0004	-5.299999999999999	-0.031211782537420362
1.0004	-5.1	-0.03457922792089368
